Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
6;30;=AVERAGE($B$405:$B$406);4.000;Awful;NoScaling
7;0;=AVERAGE($B$406:$B$407);4.000;Awful;NoScaling
8;30;=AVERAGE($B$407:$B$408);4.000;Awful;NoScaling
9;30;=AVERAGE($B$408:$B$409);4.000;Awful;NoScaling
10;40;=AVERAGE($B$409:$B$410);4.000;Awful;NoScaling
11;20;=AVERAGE($B$410:$B$411);4.000;Awful;NoScaling
12;30;=AVERAGE($B$411:$B$412);4.000;Awful;NoScaling
13;0;=AVERAGE($B$412:$B$413);4.000;Awful;NoScaling
14;20;=AVERAGE($B$413:$B$414);4.000;Awful;NoScaling
15;20;=AVERAGE($B$414:$B$415);4.000;Awful;NoScaling
16;30;=AVERAGE($B$415:$B$416);4.000;Awful;NoScaling
17;20;=AVERAGE($B$416:$B$417);4.000;Awful;NoScaling
18;30;=AVERAGE($B$417:$B$418);4.000;Awful;NoScaling
19;40;=AVERAGE($B$418:$B$419);4.000;Awful;NoScaling
20;0;=AVERAGE($B$419:$B$420);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;10;=AVERAGE($B$422:$B$423);4.000;Awful;NoScaling
3;10;=AVERAGE($B$423:$B$424);4.000;Awful;NoScaling
4;0;=AVERAGE($B$424:$B$425);4.000;Awful;NoScaling
5;20;=AVERAGE($B$425:$B$426);4.000;Awful;NoScaling
6;30;=AVERAGE($B$426:$B$427);4.000;Awful;NoScaling
7;30;=AVERAGE($B$427:$B$428);4.000;Awful;NoScaling
8;40;=AVERAGE($B$428:$B$429);4.000;Awful;NoScaling
9;10;=AVERAGE($B$429:$B$430);4.000;Awful;NoScaling
10;40;=AVERAGE($B$430:$B$431);4.000;Awful;NoScaling
11;20;=AVERAGE($B$431:$B$432);4.000;Awful;NoScaling
12;30;=AVERAGE($B$432:$B$433);4.000;Awful;NoScaling
13;20;=AVERAGE($B$433:$B$434);4.000;Awful;NoScaling
14;30;=AVERAGE($B$434:$B$435);4.000;Awful;NoScaling
15;20;=AVERAGE($B$435:$B$436);4.000;Awful;NoScaling
16;30;=AVERAGE($B$436:$B$437);4.000;Awful;NoScaling
17;30;=AVERAGE($B$437:$B$438);4.000;Awful;NoScaling
18;20;=AVERAGE($B$438:$B$439);4.000;Awful;NoScaling
19;20;=AVERAGE($B$439:$B$440);4.000;Awful;NoScaling
20;10;=AVERAGE($B$440:$B$441);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;30;30;4.000;Awful;NoScaling
2;20;=AVERAGE($B$443:$B$444);4.000;Awful;NoScaling
3;20;=AVERAGE($B$444:$B$445);4.000;Awful;NoScaling
4;10;=AVERAGE($B$445:$B$446);4.000;Awful;NoScaling
5;20;=AVERAGE($B$446:$B$447);4.000;Awful;NoScaling
6;30;=AVERAGE($B$447:$B$448);4.000;Awful;NoScaling
7;10;=AVERAGE($B$448:$B$449);4.000;Awful;NoScaling
8;20;=AVERAGE($B$449:$B$450);4.000;Awful;NoScaling
9;20;=AVERAGE($B$450:$B$451);4.000;Awful;NoScaling
10;10;=AVERAGE($B$451:$B$452);4.000;Awful;NoScaling
11;20;=AVERAGE($B$452:$B$453);4.000;Awful;NoScaling
12;0;=AVERAGE($B$453:$B$454);4.000;Awful;NoScaling
13;50;=AVERAGE($B$454:$B$455);4.000;Awful;NoScaling
14;20;=AVERAGE($B$455:$B$456);4.000;Awful;NoScaling
15;20;=AVERAGE($B$456:$B$457);4.000;Awful;NoScaling
16;30;=AVERAGE($B$457:$B$458);4.000;Awful;NoScaling
17;10;=AVERAGE($B$458:$B$459);4.000;Awful;NoScaling
18;40;=AVERAGE($B$459:$B$460);4.000;Awful;NoScaling
19;30;=AVERAGE($B$460:$B$461);4.000;Awful;NoScaling
20;30;=AVERAGE($B$461:$B$462);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;0;=AVERAGE($B$464:$B$465);4.000;Awful;NoScaling
3;40;=AVERAGE($B$465:$B$466);4.000;Awful;NoScaling
4;30;=AVERAGE($B$466:$B$467);4.000;Awful;NoScaling
5;30;=AVERAGE($B$467:$B$468);4.000;Awful;NoScaling
6;0;=AVERAGE($B$468:$B$469);4.000;Awful;NoScaling
7;20;=AVERAGE($B$469:$B$470);4.000;Awful;NoScaling
8;40;=AVERAGE($B$470:$B$471);4.000;Awful;NoScaling
9;50;=AVERAGE($B$471:$B$472);4.000;Awful;NoScaling
10;20;=AVERAGE($B$472:$B$473);4.000;Awful;NoScaling
11;0;=AVERAGE($B$473:$B$474);4.000;Awful;NoScaling
12;30;=AVERAGE($B$474:$B$475);4.000;Awful;NoScaling
13;30;=AVERAGE($B$475:$B$476);4.000;Awful;NoScaling
14;20;=AVERAGE($B$476:$B$477);4.000;Awful;NoScaling
15;0;=AVERAGE($B$477:$B$478);4.000;Awful;NoScaling
16;40;=AVERAGE($B$478:$B$479);4.000;Awful;NoScaling
17;20;=AVERAGE($B$479:$B$480);4.000;Awful;NoScaling
18;20;=AVERAGE($B$480:$B$481);4.000;Awful;NoScaling
19;10;=AVERAGE($B$481:$B$482);4.000;Awful;NoScaling
20;40;=AVERAGE($B$482:$B$483);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;0;0;4.000;Awful;NoScaling
2;20;=AVERAGE($B$485:$B$486);4.000;Awful;NoScaling
3;0;=AVERAGE($B$486:$B$487);4.000;Awful;NoScaling
4;30;=AVERAGE($B$487:$B$488);4.000;Awful;NoScaling
5;30;=AVERAGE($B$488:$B$489);4.000;Awful;NoScaling
6;20;=AVERAGE($B$489:$B$490);4.000;Awful;NoScaling
7;10;=AVERAGE($B$490:$B$491);4.000;Awful;NoScaling
8;30;=AVERAGE($B$491:$B$492);4.000;Awful;NoScaling
9;20;=AVERAGE($B$492:$B$493);4.000;Awful;NoScaling
10;20;=AVERAGE($B$493:$B$494);4.000;Awful;NoScaling
11;30;=AVERAGE($B$494:$B$495);4.000;Awful;NoScaling
12;30;=AVERAGE($B$495:$B$496);4.000;Awful;NoScaling
13;30;=AVERAGE($B$496:$B$497);4.000;Awful;NoScaling
14;10;=AVERAGE($B$497:$B$498);4.000;Awful;NoScaling
15;40;=AVERAGE($B$498:$B$499);4.000;Awful;NoScaling
16;10;=AVERAGE($B$499:$B$500);4.000;Awful;NoScaling
17;10;=AVERAGE($B$500:$B$501);4.000;Awful;NoScaling
18;40;=AVERAGE($B$501:$B$502);4.000;Awful;NoScaling
19;20;=AVERAGE($B$502:$B$503);4.000;Awful;NoScaling
20;30;=AVERAGE($B$503:$B$504);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;30;=AVERAGE($B$506:$B$507);4.000;Awful;NoScaling
3;0;=AVERAGE($B$507:$B$508);4.000;Awful;NoScaling
4;0;=AVERAGE($B$508:$B$509);4.000;Awful;NoScaling
5;20;=AVERAGE($B$509:$B$510);4.000;Awful;NoScaling
6;20;=AVERAGE($B$510:$B$511);4.000;Awful;NoScaling
7;20;=AVERAGE($B$511:$B$512);4.000;Awful;NoScaling
8;30;=AVERAGE($B$512:$B$513);4.000;Awful;NoScaling
9;40;=AVERAGE($B$513:$B$514);4.000;Awful;NoScaling
10;30;=AVERAGE($B$514:$B$515);4.000;Awful;NoScaling
11;10;=AVERAGE($B$515:$B$516);4.000;Awful;NoScaling
12;20;=AVERAGE($B$516:$B$517);4.000;Awful;NoScaling
13;40;=AVERAGE($B$517:$B$518);4.000;Awful;NoScaling
14;30;=AVERAGE($B$518:$B$519);4.000;Awful;NoScaling
15;20;=AVERAGE($B$519:$B$520);4.000;Awful;NoScaling
16;10;=AVERAGE($B$520:$B$521);4.000;Awful;NoScaling
17;30;=AVERAGE($B$521:$B$522);4.000;Awful;NoScaling
18;10;=AVERAGE($B$522:$B$523);4.000;Awful;NoScaling
19;0;=AVERAGE($B$523:$B$524);4.000;Awful;NoScaling
20;40;=AVERAGE($B$524:$B$525);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;0;0;4.000;Awful;NoScaling
2;30;=AVERAGE($B$527:$B$528);4.000;Awful;NoScaling
3;10;=AVERAGE($B$528:$B$529);4.000;Awful;NoScaling
4;30;=AVERAGE($B$529:$B$530);4.000;Awful;NoScaling
5;20;=AVERAGE($B$530:$B$531);4.000;Awful;NoScaling
6;70;=AVERAGE($B$531:$B$532);4.000;Awful;NoScaling
7;40;=AVERAGE($B$532:$B$533);4.000;Awful;NoScaling
8;40;=AVERAGE($B$533:$B$534);4.000;Awful;NoScaling
9;40;=AVERAGE($B$534:$B$535);4.000;Awful;NoScaling
10;10;=AVERAGE($B$535:$B$536);4.000;Awful;NoScaling
11;10;=AVERAGE($B$536:$B$537);4.000;Awful;NoScaling
12;10;=AVERAGE($B$537:$B$538);4.000;Awful;NoScaling
13;40;=AVERAGE($B$538:$B$539);4.000;Awful;NoScaling
14;50;=AVERAGE($B$539:$B$540);4.000;Awful;NoScaling
15;30;=AVERAGE($B$540:$B$541);4.000;Awful;NoScaling
16;30;=AVERAGE($B$541:$B$542);4.000;Awful;NoScaling
17;20;=AVERAGE($B$542:$B$543);4.000;Awful;NoScaling
18;20;=AVERAGE($B$543:$B$544);4.000;Awful;NoScaling
19;10;=AVERAGE($B$544:$B$545);4.000;Awful;NoScaling
20;40;=AVERAGE($B$545:$B$546);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;30;=AVERAGE($B$548:$B$549);4.000;Awful;NoScaling
3;10;=AVERAGE($B$549:$B$550);4.000;Awful;NoScaling
4;10;=AVERAGE($B$550:$B$551);4.000;Awful;NoScaling
5;20;=AVERAGE($B$551:$B$552);4.000;Awful;NoScaling
6;20;=AVERAGE($B$552:$B$553);4.000;Awful;NoScaling
7;10;=AVERAGE($B$553:$B$554);4.000;Awful;NoScaling
8;10;=AVERAGE($B$554:$B$555);4.000;Awful;NoScaling
9;10;=AVERAGE($B$555:$B$556);4.000;Awful;NoScaling
10;20;=AVERAGE($B$556:$B$557);4.000;Awful;NoScaling
11;20;=AVERAGE($B$557:$B$558);4.000;Awful;NoScaling
12;20;=AVERAGE($B$558:$B$559);4.000;Awful;NoScaling
13;10;=AVERAGE($B$559:$B$560);4.000;Awful;NoScaling
14;20;=AVERAGE($B$560:$B$561);4.000;Awful;NoScaling
15;10;=AVERAGE($B$561:$B$562);4.000;Awful;NoScaling
16;10;=AVERAGE($B$562:$B$563);4.000;Awful;NoScaling
17;20;=AVERAGE($B$563:$B$564);4.000;Awful;NoScaling
18;10;=AVERAGE($B$564:$B$565);4.000;Awful;NoScaling
19;20;=AVERAGE($B$565:$B$566);4.000;Awful;NoScaling
20;30;=AVERAGE($B$566:$B$567);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;0;0;4.000;Awful;NoScaling
2;10;=AVERAGE($B$569:$B$570);4.000;Awful;NoScaling
3;20;=AVERAGE($B$570:$B$571);4.000;Awful;NoScaling
4;10;=AVERAGE($B$571:$B$572);4.000;Awful;NoScaling
5;20;=AVERAGE($B$572:$B$573);4.000;Awful;NoScaling
6;0;=AVERAGE($B$573:$B$574);4.000;Awful;NoScaling
7;20;=AVERAGE($B$574:$B$575);4.000;Awful;NoScaling
8;20;=AVERAGE($B$575:$B$576);4.000;Awful;NoScaling
9;20;=AVERAGE($B$576:$B$577);4.000;Awful;NoScaling
10;20;=AVERAGE($B$577:$B$578);4.000;Awful;NoScaling
11;30;=AVERAGE($B$578:$B$579);4.000;Awful;NoScaling
12;10;=AVERAGE($B$579:$B$580);4.000;Awful;NoScaling
13;20;=AVERAGE($B$580:$B$581);4.000;Awful;NoScaling
14;20;=AVERAGE($B$581:$B$582);4.000;Awful;NoScaling
15;10;=AVERAGE($B$582:$B$583);4.000;Awful;NoScaling
16;20;=AVERAGE($B$583:$B$584);4.000;Awful;NoScaling
17;30;=AVERAGE($B$584:$B$585);4.000;Awful;NoScaling
18;20;=AVERAGE($B$585:$B$586);4.000;Awful;NoScaling
19;10;=AVERAGE($B$586:$B$587);4.000;Awful;NoScaling
20;50;=AVERAGE($B$587:$B$588);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;20;=AVERAGE($B$590:$B$591);4.000;Awful;NoScaling
3;10;=AVERAGE($B$591:$B$592);4.000;Awful;NoScaling
4;20;=AVERAGE($B$592:$B$593);4.000;Awful;NoScaling
5;30;=AVERAGE($B$593:$B$594);4.000;Awful;NoScaling
6;20;=AVERAGE($B$594:$B$595);4.000;Awful;NoScaling
7;30;=AVERAGE($B$595:$B$596);4.000;Awful;NoScaling
8;50;=AVERAGE($B$596:$B$597);4.000;Awful;NoScaling
9;40;=AVERAGE($B$597:$B$598);4.000;Awful;NoScaling
10;20;=AVERAGE($B$598:$B$599);4.000;Awful;NoScaling
11;30;=AVERAGE($B$599:$B$600);4.000;Awful;NoScaling
12;0;=AVERAGE($B$600:$B$601);4.000;Awful;NoScaling
13;30;=AVERAGE($B$601:$B$602);4.000;Awful;NoScaling
14;10;=AVERAGE($B$602:$B$603);4.000;Awful;NoScaling
15;0;=AVERAGE($B$603:$B$604);4.000;Awful;NoScaling
16;40;=AVERAGE($B$604:$B$605);4.000;Awful;NoScaling
17;0;=AVERAGE($B$605:$B$606);4.000;Awful;NoScaling
18;40;=AVERAGE($B$606:$B$607);4.000;Awful;NoScaling
19;20;=AVERAGE($B$607:$B$608);4.000;Awful;NoScaling
20;30;=AVERAGE($B$608:$B$609);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;20;=AVERAGE($B$611:$B$612);4.000;Awful;NoScaling
3;0;=AVERAGE($B$612:$B$613);4.000;Awful;NoScaling
4;30;=AVERAGE($B$613:$B$614);4.000;Awful;NoScaling
5;10;=AVERAGE($B$614:$B$615);4.000;Awful;NoScaling
6;20;=AVERAGE($B$615:$B$616);4.000;Awful;NoScaling
7;10;=AVERAGE($B$616:$B$617);4.000;Awful;NoScaling
8;20;=AVERAGE($B$617:$B$618);4.000;Awful;NoScaling
9;10;=AVERAGE($B$618:$B$619);4.000;Awful;NoScaling
10;30;=AVERAGE($B$619:$B$620);4.000;Awful;NoScaling
11;20;=AVERAGE($B$620:$B$621);4.000;Awful;NoScaling
12;20;=AVERAGE($B$621:$B$622);4.000;Awful;NoScaling
13;20;=AVERAGE($B$622:$B$623);4.000;Awful;NoScaling
14;20;=AVERAGE($B$623:$B$624);4.000;Awful;NoScaling
15;40;=AVERAGE($B$624:$B$625);4.000;Awful;NoScaling
16;30;=AVERAGE($B$625:$B$626);4.000;Awful;NoScaling
17;30;=AVERAGE($B$626:$B$627);4.000;Awful;NoScaling
18;10;=AVERAGE($B$627:$B$628);4.000;Awful;NoScaling
19;20;=AVERAGE($B$628:$B$629);4.000;Awful;NoScaling
20;30;=AVERAGE($B$629:$B$630);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;10;=AVERAGE($B$632:$B$633);4.000;Awful;NoScaling
3;0;=AVERAGE($B$633:$B$634);4.000;Awful;NoScaling
4;20;=AVERAGE($B$634:$B$635);4.000;Awful;NoScaling
5;30;=AVERAGE($B$635:$B$636);4.000;Awful;NoScaling
6;20;=AVERAGE($B$636:$B$637);4.000;Awful;NoScaling
7;20;=AVERAGE($B$637:$B$638);4.000;Awful;NoScaling
8;20;=AVERAGE($B$638:$B$639);4.000;Awful;NoScaling
9;20;=AVERAGE($B$639:$B$640);4.000;Awful;NoScaling
10;20;=AVERAGE($B$640:$B$641);4.000;Awful;NoScaling
11;30;=AVERAGE($B$641:$B$642);4.000;Awful;NoScaling
12;10;=AVERAGE($B$642:$B$643);4.000;Awful;NoScaling
13;0;=AVERAGE($B$643:$B$644);4.000;Awful;NoScaling
14;40;=AVERAGE($B$644:$B$645);4.000;Awful;NoScaling
15;10;=AVERAGE($B$645:$B$646);4.000;Awful;NoScaling
16;20;=AVERAGE($B$646:$B$647);4.000;Awful;NoScaling
17;30;=AVERAGE($B$647:$B$648);4.000;Awful;NoScaling
18;0;=AVERAGE($B$648:$B$649);4.000;Awful;NoScaling
19;10;=AVERAGE($B$649:$B$650);4.000;Awful;NoScaling
20;0;=AVERAGE($B$650:$B$651);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;30;=AVERAGE($B$653:$B$654);4.000;Awful;NoScaling
3;0;=AVERAGE($B$654:$B$655);4.000;Awful;NoScaling
4;10;=AVERAGE($B$655:$B$656);4.000;Awful;NoScaling
5;30;=AVERAGE($B$656:$B$657);4.000;Awful;NoScaling
6;30;=AVERAGE($B$657:$B$658);4.000;Awful;NoScaling
7;10;=AVERAGE($B$658:$B$659);4.000;Awful;NoScaling
8;10;=AVERAGE($B$659:$B$660);4.000;Awful;NoScaling
9;10;=AVERAGE($B$660:$B$661);4.000;Awful;NoScaling
10;30;=AVERAGE($B$661:$B$662);4.000;Awful;NoScaling
11;30;=AVERAGE($B$662:$B$663);4.000;Awful;NoScaling
12;30;=AVERAGE($B$663:$B$664);4.000;Awful;NoScaling
13;10;=AVERAGE($B$664:$B$665);4.000;Awful;NoScaling
14;30;=AVERAGE($B$665:$B$666);4.000;Awful;NoScaling
15;30;=AVERAGE($B$666:$B$667);4.000;Awful;NoScaling
16;30;=AVERAGE($B$667:$B$668);4.000;Awful;NoScaling
17;20;=AVERAGE($B$668:$B$669);4.000;Awful;NoScaling
18;40;=AVERAGE($B$669:$B$670);4.000;Awful;NoScaling
19;10;=AVERAGE($B$670:$B$671);4.000;Awful;NoScaling
20;10;=AVERAGE($B$671:$B$672);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;0;0;4.000;Awful;NoScaling
2;20;=AVERAGE($B$674:$B$675);4.000;Awful;NoScaling
3;0;=AVERAGE($B$675:$B$676);4.000;Awful;NoScaling
4;20;=AVERAGE($B$676:$B$677);4.000;Awful;NoScaling
5;20;=AVERAGE($B$677:$B$678);4.000;Awful;NoScaling
6;10;=AVERAGE($B$678:$B$679);4.000;Awful;NoScaling
7;10;=AVERAGE($B$679:$B$680);4.000;Awful;NoScaling
8;10;=AVERAGE($B$680:$B$681);4.000;Awful;NoScaling
9;20;=AVERAGE($B$681:$B$682);4.000;Awful;NoScaling
10;10;=AVERAGE($B$682:$B$683);4.000;Awful;NoScaling
11;20;=AVERAGE($B$683:$B$684);4.000;Awful;NoScaling
12;40;=AVERAGE($B$684:$B$685);4.000;Awful;NoScaling
13;30;=AVERAGE($B$685:$B$686);4.000;Awful;NoScaling
14;30;=AVERAGE($B$686:$B$687);4.000;Awful;NoScaling
15;30;=AVERAGE($B$687:$B$688);4.000;Awful;NoScaling
16;40;=AVERAGE($B$688:$B$689);4.000;Awful;NoScaling
17;20;=AVERAGE($B$689:$B$690);4.000;Awful;NoScaling
18;20;=AVERAGE($B$690:$B$691);4.000;Awful;NoScaling
19;0;=AVERAGE($B$691:$B$692);4.000;Awful;NoScaling
20;10;=AVERAGE($B$692:$B$693);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;20;20;4.000;Awful;NoScaling
2;10;=AVERAGE($B$695:$B$696);4.000;Awful;NoScaling
3;0;=AVERAGE($B$696:$B$697);4.000;Awful;NoScaling
4;40;=AVERAGE($B$697:$B$698);4.000;Awful;NoScaling
5;10;=AVERAGE($B$698:$B$699);4.000;Awful;NoScaling
6;30;=AVERAGE($B$699:$B$700);4.000;Awful;NoScaling
7;30;=AVERAGE($B$700:$B$701);4.000;Awful;NoScaling
8;30;=AVERAGE($B$701:$B$702);4.000;Awful;NoScaling
9;10;=AVERAGE($B$702:$B$703);4.000;Awful;NoScaling
10;10;=AVERAGE($B$703:$B$704);4.000;Awful;NoScaling
11;10;=AVERAGE($B$704:$B$705);4.000;Awful;NoScaling
12;40;=AVERAGE($B$705:$B$706);4.000;Awful;NoScaling
13;20;=AVERAGE($B$706:$B$707);4.000;Awful;NoScaling
14;30;=AVERAGE($B$707:$B$708);4.000;Awful;NoScaling
15;30;=AVERAGE($B$708:$B$709);4.000;Awful;NoScaling
16;10;=AVERAGE($B$709:$B$710);4.000;Awful;NoScaling
17;30;=AVERAGE($B$710:$B$711);4.000;Awful;NoScaling
18;0;=AVERAGE($B$711:$B$712);4.000;Awful;NoScaling
19;10;=AVERAGE($B$712:$B$713);4.000;Awful;NoScaling
20;20;=AVERAGE($B$713:$B$714);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;10;=AVERAGE($B$716:$B$717);4.000;Awful;NoScaling
3;20;=AVERAGE($B$717:$B$718);4.000;Awful;NoScaling
4;30;=AVERAGE($B$718:$B$719);4.000;Awful;NoScaling
5;20;=AVERAGE($B$719:$B$720);4.000;Awful;NoScaling
6;20;=AVERAGE($B$720:$B$721);4.000;Awful;NoScaling
7;20;=AVERAGE($B$721:$B$722);4.000;Awful;NoScaling
8;10;=AVERAGE($B$722:$B$723);4.000;Awful;NoScaling
9;30;=AVERAGE($B$723:$B$724);4.000;Awful;NoScaling
10;40;=AVERAGE($B$724:$B$725);4.000;Awful;NoScaling
11;10;=AVERAGE($B$725:$B$726);4.000;Awful;NoScaling
12;50;=AVERAGE($B$726:$B$727);4.000;Awful;NoScaling
13;40;=AVERAGE($B$727:$B$728);4.000;Awful;NoScaling
14;10;=AVERAGE($B$728:$B$729);4.000;Awful;NoScaling
15;40;=AVERAGE($B$729:$B$730);4.000;Awful;NoScaling
16;10;=AVERAGE($B$730:$B$731);4.000;Awful;NoScaling
17;10;=AVERAGE($B$731:$B$732);4.000;Awful;NoScaling
18;10;=AVERAGE($B$732:$B$733);4.000;Awful;NoScaling
19;30;=AVERAGE($B$733:$B$734);4.000;Awful;NoScaling
20;20;=AVERAGE($B$734:$B$735);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;20;20;4.000;Awful;NoScaling
2;0;=AVERAGE($B$737:$B$738);4.000;Awful;NoScaling
3;10;=AVERAGE($B$738:$B$739);4.000;Awful;NoScaling
4;30;=AVERAGE($B$739:$B$740);4.000;Awful;NoScaling
5;30;=AVERAGE($B$740:$B$741);4.000;Awful;NoScaling
6;30;=AVERAGE($B$741:$B$742);4.000;Awful;NoScaling
7;30;=AVERAGE($B$742:$B$743);4.000;Awful;NoScaling
8;30;=AVERAGE($B$743:$B$744);4.000;Awful;NoScaling
9;20;=AVERAGE($B$744:$B$745);4.000;Awful;NoScaling
10;30;=AVERAGE($B$745:$B$746);4.000;Awful;NoScaling
11;30;=AVERAGE($B$746:$B$747);4.000;Awful;NoScaling
12;20;=AVERAGE($B$747:$B$748);4.000;Awful;NoScaling
13;20;=AVERAGE($B$748:$B$749);4.000;Awful;NoScaling
14;20;=AVERAGE($B$749:$B$750);4.000;Awful;NoScaling
15;30;=AVERAGE($B$750:$B$751);4.000;Awful;NoScaling
16;30;=AVERAGE($B$751:$B$752);4.000;Awful;NoScaling
17;10;=AVERAGE($B$752:$B$753);4.000;Awful;NoScaling
18;20;=AVERAGE($B$753:$B$754);4.000;Awful;NoScaling
19;30;=AVERAGE($B$754:$B$755);4.000;Awful;NoScaling
20;20;=AVERAGE($B$755:$B$756);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;10;10;4.000;Awful;NoScaling
2;20;=AVERAGE($B$758:$B$759);4.000;Awful;NoScaling
3;10;=AVERAGE($B$759:$B$760);4.000;Awful;NoScaling
4;0;=AVERAGE($B$760:$B$761);4.000;Awful;NoScaling
5;30;=AVERAGE($B$761:$B$762);4.000;Awful;NoScaling
6;20;=AVERAGE($B$762:$B$763);4.000;Awful;NoScaling
7;30;=AVERAGE($B$763:$B$764);4.000;Awful;NoScaling
8;20;=AVERAGE($B$764:$B$765);4.000;Awful;NoScaling
9;10;=AVERAGE($B$765:$B$766);4.000;Awful;NoScaling
10;10;=AVERAGE($B$766:$B$767);4.000;Awful;NoScaling
11;30;=AVERAGE($B$767:$B$768);4.000;Awful;NoScaling
12;20;=AVERAGE($B$768:$B$769);4.000;Awful;NoScaling
13;10;=AVERAGE($B$769:$B$770);4.000;Awful;NoScaling
14;10;=AVERAGE($B$770:$B$771);4.000;Awful;NoScaling
15;10;=AVERAGE($B$771:$B$772);4.000;Awful;NoScaling
16;20;=AVERAGE($B$772:$B$773);4.000;Awful;NoScaling
17;30;=AVERAGE($B$773:$B$774);4.000;Awful;NoScaling
18;10;=AVERAGE($B$774:$B$775);4.000;Awful;NoScaling
19;20;=AVERAGE($B$775:$B$776);4.000;Awful;NoScaling
20;20;=AVERAGE($B$776:$B$777);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;20;20;4.000;Awful;NoScaling
2;20;=AVERAGE($B$779:$B$780);4.000;Awful;NoScaling
3;10;=AVERAGE($B$780:$B$781);4.000;Awful;NoScaling
4;20;=AVERAGE($B$781:$B$782);4.000;Awful;NoScaling
5;40;=AVERAGE($B$782:$B$783);4.000;Awful;NoScaling
6;10;=AVERAGE($B$783:$B$784);4.000;Awful;NoScaling
7;30;=AVERAGE($B$784:$B$785);4.000;Awful;NoScaling
8;30;=AVERAGE($B$785:$B$786);4.000;Awful;NoScaling
9;20;=AVERAGE($B$786:$B$787);4.000;Awful;NoScaling
10;10;=AVERAGE($B$787:$B$788);4.000;Awful;NoScaling
11;40;=AVERAGE($B$788:$B$789);4.000;Awful;NoScaling
12;20;=AVERAGE($B$789:$B$790);4.000;Awful;NoScaling
13;20;=AVERAGE($B$790:$B$791);4.000;Awful;NoScaling
14;10;=AVERAGE($B$791:$B$792);4.000;Awful;NoScaling
15;0;=AVERAGE($B$792:$B$793);4.000;Awful;NoScaling
16;40;=AVERAGE($B$793:$B$794);4.000;Awful;NoScaling
17;30;=AVERAGE($B$794:$B$795);4.000;Awful;NoScaling
18;30;=AVERAGE($B$795:$B$796);4.000;Awful;NoScaling
19;20;=AVERAGE($B$796:$B$797);4.000;Awful;NoScaling
20;20;=AVERAGE($B$797:$B$798);4.000;Awful;NoScaling
Iteration;Final Score;Average Score;Active Sphere Time;Skill level;Formula
1;20;20;4.000;Awful;NoScaling
2;0;=AVERAGE($B$800:$B$801);4.000;Awful;NoScaling
3;10;=AVERAGE($B$801:$B$802);4.000;Awful;NoScaling
4;20;=AVERAGE($B$802:$B$803);4.000;Awful;NoScaling
5;30;=AVERAGE($B$803:$B$804);4.000;Awful;NoScaling
6;30;=AVERAGE($B$804:$B$805);4.000;Awful;NoScaling
7;20;=AVERAGE($B$805:$B$806);4.000;Awful;NoScaling
8;30;=AVERAGE($B$806:$B$807);4.000;Awful;NoScaling
9;10;=AVERAGE($B$807:$B$808);4.000;Awful;NoScaling
10;30;=AVERAGE($B$808:$B$809);4.000;Awful;NoScaling
11;50;=AVERAGE($B$809:$B$810);4.000;Awful;NoScaling
12;20;=AVERAGE($B$810:$B$811);4.000;Awful;NoScaling
13;0;=AVERAGE($B$811:$B$812);4.000;Awful;NoScaling
14;20;=AVERAGE($B$812:$B$813);4.000;Awful;NoScaling
